Income ,1,2,3,4,5,6
85200,760,1223,1593,1895,2148,2361
85300,761,1224,1594,1897,2150,2363
85400,762,1225,1596,1899,2152,2366
85500,763,1226,1597,1901,2154,2368
85600,763,1228,1599,1903,2156,2370
85700,764,1229,1601,1905,2158,2373
85800,765,1230,1602,1907,2160,2375
85900,766,1231,1604,1908,2162,2377
86000,767,1232,1605,1910,2164,2379
86100,767,1234,1607,1912,2167,2382
86200,768,1235,1608,1914,2169,2384
86300,769,1236,1610,1916,2171,2386
86400,770,1237,1612,1918,2173,2389
86500,770,1239,1613,1920,2175,2391
86600,771,1240,1615,1921,2177,2393
86700,772,1241,1616,1923,2179,2396
86800,773,1242,1618,1925,2181,2398
86900,774,1243,1619,1927,2183,2400
87000,774,1245,1621,1929,2185,2402
